"","Sample_1","Sample_5","Sample_6","Sample_8","Sample_9","Sample_10","Sample_11","Sample_17","Sample_13","Sample_20","Sample_23","Sample_2","Sample_3","Sample_4","Sample_7","Sample_12","Sample_14","Sample_15","Sample_16","Sample_18","Sample_19","Sample_21","Sample_22","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28"
"Q9UBF2",59560,38686,41825,41273,69856,21590,56774,66289,42863.3490794164,41842,41861,65164,68618,55381,41540,41285,99532,48466,65457,57398,39133,31698,59017,29583.0678805639,57647,37966,81831,43670
"Q9UBG0",444470,331900,194920,164550,165500,162040,789680,315050,304360,239420,624300,288630,263340,201010,115030,563510,99697,249860,196740,120320,285920,452420,145690,226350,306190,177050,205370,171000
"Q9UBI1",17640,18904,14672,20312.255626794,14555,10218,16125.5809170472,17012.720385943,17651,16642,15613,18728.4698759974,17648.2483889637,11802,14516,16465,15524,18231,18892.6023125623,27470.3863800417,15681.0726262037,18926,14049,17870.775113484,17614.3469391566,17835,15241,17297
"Q9UBI6",286120,307670,367060,146000,179280,253990,221860,178040,248370,289890,242620,112260,137160,248010,215620,216890,60256,245000,171570,69421,280440,278460,189710,235580,201180,205260,135750,190790
"Q9UBM7",35933.9630880965,41257.1215502198,38088.9478834526,39244,42498,23228,34757.9307482231,20475,36610.7045787742,31665,21374,89317,53527,27946,38441,15436,159350,48156,47642,72302,32640.5012323647,21348,34383,24818.2448443874,31388,40983,176450,50375
"Q9UBQ0",126730,112830,113810,112000,108990,120750,120780,125180,83945,106250,101770,122190,124260,162030,144450,124280,144870,139720,167040,147220,138360,108320,144770,93755,104220,91419,122420,48520
"Q9UBQ5",163425.196034023,189810,166760,300080,228783.281538789,210497.734279036,182413.344245281,145750,185709.239509373,92374,196860,248730,257308.229380843,209140,316410,194726.218772295,615600,210050,384860,207050,76307,173988.231690267,219650,132051.087281656,244574.268721165,217110,292800,283110
"Q9UBQ7",187720,189250,169390,199340,157830,227920,138580,132840,150150,181760,180080,105830,179460,184940,209640,117740,111120,121550,182480,78629,201180,137930,205850,156860,81083,127100,206210,95300
"Q9UBR2",104360,113230,184750,232920,205150,243980,327390,148780,261530,314500,205710,408830,234430,274830,301390,330500,267940,361150,337830,677070,190510,177300,499800,115190,326870,286810,176200,296700
"Q9UBS4",66516,83237,114810,137420,100840,93460,89462,107560,103070,79716,111040,167200,73934,111210,121830,128180,204100,71403,122830,175980,81740,99465,160370,30769,127090,152070,135340,165300
"Q9UBT2",66788,93465,90729,175100,126130,88954,64392,77143,92875,91081,64907,234190,108290,80523,50414,77737,354890,94860,117620,30740,76179,88591,78958,49780,137590,129110,167570,129480
"Q9UBU9",24678.4168358877,15553,31444,43376,36903,30745,27049.748074903,38421,24546,18167,15472,50997,43628,15108,30562,35748,97540,48634,35874,27144,30336,18992,23182,20445.1042236741,45515,66227,39545,50779
"Q9UBV2",27902,20175,24906,37031,31119,33790,45972,28843,38819.5066829156,23253,35277,47290,51658,58507,41770,37140,63834,27866,48501,77781,25263,40864,31423,25082.948723433,26484,30263,40241,40847.3058418014
"Q9UBV8",87889,90748,93810,62559,83429,89711,61776,68252,77844,83882,79772,68726,52558,60253,75336,75260,67600,100220,79683,57577,71138,75914,72852,69310,71019,78267,74057,50591
"Q9UBW8",60231,64224,64316,64280,52925,40426,73901,81461,66484,53285,66545,53514,72741.6810693842,79901,65680,58564,67369.1778615579,86756,70644,36858,53583,58338,93696,24252,74225.7988342027,42188,73871,60320
"Q9UBX3",27539,25614,23122,16035,43000,25709,19184.7236466936,92644,18983,35323,20164.3989276127,26351,64233,32051,48747,17175,174980,31218,65534,39566,18409,28260,56426,19175.9750878424,28653,55948,50074,15500
"Q9UBX5",1521600,759260,754030,113920,439150,484420,314610,91394,610110,425640,565240,207460,138110,182720,156940,72488,106356.571341732,266710,125690,77775,201670,702350,65168,846010,373570,218260,85365,426150
"Q9UBY9",191760,122170,158930,117060,77981,130630,56247,69579,241290,154050,79880,51893.1981065885,49071.89450414,75601,200050,68747,65554.9278397348,91401,66676,42948.902398856,285950,195600,74056,344040,50023,119360,26565,111000
"Q9UDY2",53383,64144,24579,37853,74179,32303,26766,62484,60442,43205,28447,42167,100760,56945,28776,43245,37545,53996,76365,79024,28187,54662,74941,29214,37060,84118,94307,47185
"Q9UDY4",90759,92257,69866.8416629385,64948,25828,54731,61075.4187720811,58241,104680,64029,57924,46410.7403488831,37189.8799022151,18852,69208,40928,44204.5201604435,51520,37807.052905004,41439.743523942,87819,55889,30208.6177288221,147560,41030.7891421702,58156,26004.4991770267,55249
"Q9UEU0",16583.9671405313,17358,13515,19182.3616230813,11016,13391,15256.5534845712,11309,18136.123515808,19593.4115766412,13263,15666.771448682,21303,14999,17458.1060580812,13371,15468,15227.8779611473,22551,14067,13577,17393.9246408209,16758,17935.0089955229,17015.7508175689,16249.9322244913,20155,20117.4439394606
"Q9UEW8",59354,33400,49663.1318579544,38218.4133623801,61019.9515571013,44830,31951,48189,58439,56079.9540750332,45657.0552500493,43000,55939.0678319167,50399,113100,54392.0427010336,42371.0174269042,44959,52227,32698,60182.5568840472,60173.8154321459,75573.1275612062,53679,50586,51053.2341274686,40943,23495
"Q9UEY8",238840,150980,157740,94338,111040,213450,119590,109010,169910,114100,118160,92991,123360,129260,101690,116000,92443,106830,68881,93636.472511274,123040,107060,124500,165920,216910,97136,126800,149900
"Q9UFN0",94961,78607,59454,42234,71168,181710,78682,57163,24418,62513,58579,94771,173720,148900,93954,63747,63572,71477,93742,65580,92550,90405,145890,62144,48869,62516,74639,77902.087220847
"Q9UGI8",163510,167110,221220,128140,85130,109280,156930,110250,170390,222000,133140,59234,61050,153520,119420,136880,26150,167390,80863,47451,176920,157390,105450,89441,94448,110420,97214,184750
"Q9UGM3",29573,975214.78708337,37727,30515,1048100,968010,13380,5778.1,296670,50914,6637.2,82193,3573600,9175,519810,203350,4130,7899,15537000,119010,146980,142010,21037,136030,2186500,58242,57790,141790
"Q9UGP8",22243,22216,30377,55745,72196,26488,47830,39833,45088,20496,30288,56055,51390,29990,39931,51795,64933,36656,34217,46777,35783,36036,60970,10591,54121,36592,49071,112820
"Q9UGT4",153960,55186,94332,32484.9674776934,35736,33359,41765.1403750809,35635.550853147,45878,67967,38157,62501,36206.0885947004,41555,20875,51744.89520196,25263,49416,31792.657361818,46161.5950835338,27939,55431,46931.0518472595,51836,26791,66954.1979533854,38732,28820
"Q9UH65",39533,45996,62277,39035.054132734,59438,39394.9741235131,42538.5677074951,40524.2907245874,61013,50389,48060,47565.9690044792,46182,46449,42970,51241,47452.7536466028,39434,45098,42487.7206338836,27105,48674,34996,25573,61261,51500,39331,69578
"Q9UH99",1368100,1217600,1455300,861180,1264200,1371500,1508300,933360,1681100,1917700,1483900,1140800,1021300,1666000,1025300,1554200,1480100,1119600,1200900,644170,1334300,1901900,1188700,617610,949260,1119200,1022800,1160100
"Q9UHB6",197460,151880,109500,43889,139260,166700,111190,172560,75738,62677,107810,68782,189220,191460,224410,106250,41801,100140,128560,54177,157190,88127,124150,124080,81263,100770,166210,97002
"Q9UHB9",56064,53271,58125,64958,90338,47655,63053,73740,68127,51845,54574,75632,62729,69594,56448,72843,98357,64958,83175,99163,53867,54746,87552,29417,81969,73616,78515,78660
"Q9UHD1",96184,72198,71770,98597,65256.4656117471,62757.4646400608,61679.12050504,68042,50211,88236,77921,58710,56247.9765904994,37026,66944,100130,95168,52952,60424,95407,113970,42467,48237,59526.3138878506,39973,69117,25011,75513.8064940432
"Q9UHD8",175030,186170,179300,154520,200780,138870,185060,161930,217010,202140,191000,135460,182030,177310,170840,177480,67358,181640,145270,135830,200200,180430,164300,153060,114770,181200,131020,219730
"Q9UHG3",114770,141170,140990,96315,109060,131500,132340,111370,112160,151540,165430,116840,106410,104540,111740,117080,161410,114960,122840,97608,102620,142570,138090,110630,110130,109930,106640,106470
"Q9UHK6",42639.9673679834,28673,44244.2511775338,109160,13611,19970,43839.703518778,86113,9142.4,22092,39362.8839991499,102690,44606,10271,53569.1028540488,48821.3199528263,89942.4303212886,11352,79004,12195,42987.7867417621,40862.1844422245,20288,33424.4674842121,201830,61080.0050198304,31154,28293
"Q9UHL4",201380,116310,142680,61346,112230,76542,49795,118490.156102759,89854,85687,102900,114680,213430,183230,134310,100770,245260,119240,104970,100500,92598,37606,62814,45910,74503,17404,101190,36202
"Q9UHQ9",78828,118050,127440,88204,98175,102260,66910,111270,154580,137430,111860,65057,101070,178500,87569,95031,82766,132950,194070,114170,113590,117400,414580,110350,79708,125560,71294,140160
"Q9UHV9",99384,113410,127860,206750,140740,106700,106990,168370,157460,112220,103850,173080,142990,112300,109690,108270,244090,159100,159200,188960,112010,105250,122150,108790,160110,134930,174200,268160
"Q9UHX1",47221,85789,49296,103700,70069,68394,57678,84335,54606,60018,45688,88295,78889,66875,65991,76221,83728,86312,72163,109700,75419,66225,63212,42738,90052,67059,124350,65589
"Q9UHY1",51232.0031327631,54070,72336,38858,55218,44839,57293,51947,87821,78483,52380,55482,51681,43666,54855,58241,39669,65858,66888,42820,44949,57606,46608,33846,57699,41987,86420,54608
"Q9UI08",25339,40128,37165,9826.6,22996,42146,23584,9581.5,24937,67289,30773,25397,28112.5995897114,45250,22445,19200,26186.6172882345,13434,28845,32486.9819873438,11817,14726,30675,17992.0655802189,28664,21217,26300,40248
"Q9UI09",91365,72899,77665,51006,67477,92719,68309,89420,57527.9488652242,60535,64325,63895,100680,154980,116420,62919.1018593528,57594,70284.0860950211,83082,41896,103203.994169464,76918,220060,81682,56214.6356199984,59353,77036,58856.9279101114
"Q9UI10",68451,73444,59313,96765,67619,62421,82919,87530,65485,67142,78624,79486,18609,67388,67484,76519,82406,65864,65277,101580,61124,65294,81792,54593,60775,108260,50664,55664
"Q9UI12",35961,36323,34215,30838,40975,37816,41952,23710,34608,31744,40381,38536,25940,36758,33854,39835,32793,38205,33825,38339,37147,25639,43641,25341,42907,35988,31469,44605
"Q9UI30",171260,66844,165680,235060,187800,164850,153794.378478396,201500,186260,140150,151140,197370,274250,206370,156040,163480,385280,185370,159330,288640,161460,133210,150110,180420,202610,224040,230820,174600
"Q9UIA9",50869,62136,47785,50898,56127,29345,40139,32857,40150,48282,41085,61880,33039,51110,41733,44155,98887,43761,46456,70724,55328,29080,45007,29686,50143,51999,44502,41302
"Q9UID3",72018,113420,66175,82609,93548.3435814843,91259,71222,80898,70089,85467,73092.2646507176,58566,91495,67808,82853.2721012835,76442,129670,81811,70933,98112,77888,71242,127670,80854,59216,79047,108940,90975
"Q9UIG0",14111,20436.3421874876,17646,34314,18248,18182.8550055382,18765.07456406,16707,22778.1685983571,15644,18019.4228384554,18399,32332,9334.1,18889.0211701088,20831.0957801615,35497,26706,21127.8899308793,21418,18191.2814565324,12831,10311,16847.9676156529,19281,23373.0391432183,71386,16660
"Q9UIJ7",224550,162430,176660,131520,177780,290350,165040,166830,201910,170480,123450,116890,214870,203260,178770,133010,88214,83304,203390,213660,174550,201700,414920,197700,205830,135620,147320,168510
"Q9UIQ6",59642,42145,56354,44851,61937,59612,54647,45352,73130,63973,54070,50721,48189,55523,57672,59498,32521,48110,51338,65490,58366,62074,50898,43052.2953478361,59976,59490,33820,42176
"Q9UJ70",331220,241670,306060,252130,314540,262510,374370,317380,349500,341550,299270,217680,201250,341640,292810,377930,268190,326970,290160,225230,353380,247820,341320,246080,300460,269690,293130,438250
"Q9UJ72",456140,267340,149470,183733.815846358,309510,254476.194168308,42315,314470,12524,124440,317200,177862.687120649,5257.5,761660,188240,139810,158052.639739254,84426,375410,23731,434610,49247,1002300,546920,6698.9,222732.999169383,175325.873078907,131750
"Q9UJC5",33252.0816815086,35543,36083,22068,30187,68448,30339.9874554364,43443,14554,22427,28895.1376262454,26304,58879,63510,65757,10928,45118,59603,30319,36938,29535,18591,57249,23330.4709255318,54182,34277,33356,19109
"Q9UJS0",131250,218250,227020,131660,196250,191340,112880,218460,186980,198960,98166,165690,371700,163970,177900,130420,370000,397150,264350,183530,140620,186860,316850,121050,272670,146920,153320,178940
"Q9UJU6",573500,684610,642660,683670,665720,612120,544880,540070,759250,745170,662130,527970,632450,730300,565530,579310,439770,696570,590580,599650,593220,569560,735230,401660,594230,684460,585560,849480
"Q9UJW0",117180,148000,132090,105050,118770,116710,137290,139810,160910,77266,121360,127380,105290,127310,113250,90382,99486,99719,106830,142900,152930,147210,128100,110450,147020,147900,132980,186790
"Q9UJY1",128020,86050,92774,82266.005349809,83018.5459724285,58984,98387,36560,129485.40339739,144920,92219.1258840417,82236.6227517259,70499.907485383,48263,104830,91322,78069.3737035534,88746.9971240525,72098,62997.438963344,123220,119790,81897,127770,97510.6464052743,90015.5826323355,67446.8600017086,88095
"Q9UJZ1",109160,145410,98440,97466,194720,120400,65930,121810,116140,119180,81165,136090,188780,104800,121220,105110,211940,139670,187490,194900,108530,98310,141510,83268,123270,129820,106150,105440
"Q9UK41",26915,39872,37099,18335,54310,39186,28556.9168082082,26068.8408168801,32792.1714726137,34574,28605,35226,40809,30874,18452,27125,32755,35673,40061,48812,22714,25988,49906,20476.2000810401,30249,41281,42789,29048
"Q9UK76",72628,53245,80677,64827,97338,43096,53113,239420,88182,35447,58358.8850140309,76153,65313,52870,164450,98271,66734,98725,93197,55402,53056,41504,39081,55828,68311,208300,130830,70340
"Q9UKD2",81450,72033,121720,152220,138030,127070,94676,192960,81220,93004,66424,132930,143890,92227,106870,130190,376310,144510,161880,206030,128660,118520,72452,77002.1525856299,164830,97257,208460,141230
"Q9UKG1",71521,83933,50805,37776.8270676698,48998,54622,52054,45963,64709,64628,66202,37753,38085,60181,45385,58370,33244,45193,40873,42331,38820,65799,56979,47055,48259,44249,42410,44602
"Q9UKK3",30517,37784,46296,19074,76870,39865,28019,37637,22994,32306,26486,25307,90466,108670,45017,41017,14682,24178,43113,74406,45777,24309,49239,21688,28373,37875,40701,30925
"Q9UKK9",21030,45273,40604,63421,31986,57632,14594,65982,36640,28726,22216,63716,54379,44693,52617,51516,35810,33821,48465,53365,25615,13700,42725,25832.8227193737,50848,30973,130570,59120
"Q9UKM9",277960,345970,398030,465700,569950,396420,289340,390730,391480,289090,287900,516300,554020,335630,312460,320200,435660,429020,525770,359250,302800,358780,365740,197560,440450,436160,531310,379170
"Q9UKS6",75345,67415,46104,93508,28075,66368,28005,51347,83991,97407,34480,18705,77443,44331,53513,38530,121620,104530,67780,67921,61206,87487,17454,128930,54025,81142,24219,41585
"Q9UKU7",67094,44331,49506,27376,65314,169220,46027,50336,53289.6939083187,68484,42370.4641825282,51500.0483289693,37948,66453,67437,43902,42687,69910,89872,34210,54112,36850,134520,47544.1845524416,60191,59037,48358,41452
"Q9UKV3",53631,55647,58952,68128,83596,68935,51313,69223,56752,62745,49120,77442,68982,59788,67689,69385,84185,81361,70174,72892,61979,57104,66826,46141,86953,68892,96775,75288
"Q9UKV8",60818,59448,67258,39886,49467,48581,43729,36174,58535,80134,56211,57951,43353,45549,41846,39616,43818,62244,48549,28197,49143,58539,61282,33017,52988,59158,62936,33955
"Q9UKY7",66553,81900,93162,65173,79688,70801,88974,92563,93937,118880,91486,99089,72976,94209,104200,90807,54182,93903,68358,62639,75002,70782,87927,76942,77255,102420,85578,108700
"Q9UL18",39268,41026,67570,45279.2582895483,45840,47916,35842.7906170716,40915,42671,71047,39209.7831905929,43945,41825,42666,42955.0089236108,44892.2586227247,68339,43273.5993226946,48225,41857,31002,39936.2680677938,42119,29320.2097351742,49707.8803083654,42075.7922143401,45769.3577991338,31728
"Q9UL25",157410,160550,172170,176200,202920,159520,147990,148080,200190,167580,139650,208190,171660,173550,166380,199680,129660,189270,221630,142210,164840,138330,195910,115320,134940,157330,176300,206540
"Q9UL46",154280,245170,170190,200080,153070,189310,83426,250510,129580,152810,121860,247780,221030,224230,276370,121290,116360,225130,226100,141280,168280,103120,177950,154100,155910,270350,305170,252500
"Q9ULA0",234300,163340,178610,120780,142220,241270,135780,113620,175500,179710,162490,98677,185010,201330,164730,148440,130560,149800,148260,149140,136790,137900,171270,132480,138780,127650,223790,170040
"Q9ULC3",119550,77630,106530,50290,54251,56726,119600,41563,170890,101260,84827,41751,37665,64936,85904,89814,21114,60830,42160,16103,140020,113040,31507,155530,79504,53381,29100,91690
"Q9ULC4",34697,42253,46918,53914.6842281302,55798,46539,43288.4784951368,46005,33654,64928,39012.4742038171,67825,52125.0779209126,42424.1676666943,44004.3401438567,52547.8643054182,82160,39400,49468,46159,28098,51530,53150,29798.8997124966,60230.0734325041,32825,62093,58503
"Q9ULC5",66299.8098235869,18045,30671,93016,47377,38734,10979,2021,7140.9,29036,60265.270068423,174480,255520,30719,55634,15659,114940,53612,740480,250225.508115275,31955,2647.9,107610,58359.2559579551,126060,20599,137370,26527
"Q9ULV4",348660,266620,271530,303360,217810,252960,326700,243740,384140,309440,315860,185860,184580,203380,355480,343310,129790,318710,192480,135850,504410,348120,173530,508630,206670,275290,202590,264790
"Q9ULZ3",219310,223610,197580,109270,243600,189500,141970,183940,148870,154550,110000,122540,145960,223420,191360,157450,91571,166010,133220,116740,161780,115720,161230,107450,188960,211440,140790,213140
